,PCA1,PCA2,Max_Topic,PCA1_adj,PCA2_adj
0,-0.01106340495338601,-0.045534407195841176,0,0.03293353767730432,-0.03333411561594001
1,-0.018528783234444395,0.03422337533101317,0,-0.038854367949704045,0.0022120846334260508
2,0.033188050252843035,-0.08013871165942917,0,0.085624724766438,-0.013858798457662337
3,0.04675546715407443,-0.1103989284400676,0,0.11850051230792386,-0.01821059285884139
4,-0.008649232368638063,-0.01534104365564168,0,0.008510116166977652,-0.01541864987071001
5,-0.013100379375798171,-0.0013985671113931836,0,-0.005691871663579103,-0.011881857040052873
6,0.028639789789406084,0.007954374233477642,0,0.008276706260763012,0.028548305765852874
7,0.08793504264196549,-0.038587142304933784,0,0.07902814687641692,0.05455356337568586
8,-0.02408960450605135,-0.014954337065490647,0,6.989916714575731e-05,-0.028353771467526316
9,0.18273387132529367,-0.08364658080468311,1,0.16716929113089918,0.11154750697633739
10,0.10310037612759668,0.04974818083717813,0,0.011829992221689511,0.11386228672521578
11,0.037046281445469946,0.033744311645187756,0,-0.009251927464632326,0.0492494403575686
12,0.013472359937966548,-0.1135315090024287,0,0.10368168807252447,-0.048176919547625846
13,0.05031229452927276,-0.006049971489973317,0,0.03157809668825018,0.03963272568695349
14,0.05139325882119444,0.06269098656038068,0,-0.02634597248497477,0.07666365880909326
15,0.14565747366156323,0.06774054685016825,1,0.018876403681381736,0.15952605650829066
16,-0.01770777517860206,-0.08264092477277382,0,0.06101717048555172,-0.05848070327050021
17,-0.08564199098275904,0.2219693305305419,2,-0.23386410671628988,0.04373229819549544
18,-0.046557253852476777,0.049555560074791415,0,-0.06662454991557726,-0.013583106020236244
19,-0.09690278392392934,0.10074034502506185,0,-0.13662547781750156,-0.029533801975289813
20,-0.015835030111988144,-0.09704780089839803,0,0.07425982632131402,-0.06445542671172812
21,-0.054693725050403694,-0.033038829637485854,0,-0.0006189598343091483,-0.06389510710866272
22,0.0013877885105387214,-0.047621440667892666,0,0.041250287528116866,-0.023835715787097537
23,-0.016877321737732,-0.05993872381628407,0,0.04213604313017114,-0.04584810215369942
24,-0.05093796616343904,-0.05177410534889,0,0.017295935029663236,-0.0705413709322075
25,-0.0006490074767633648,-0.01389173596455009,0,0.011479589195682136,-0.007849877114455178
26,0.11963754223768308,0.055507644745529786,0,0.015616581073005793,0.1309593926889537
27,0.019219019465259623,0.07795168790870659,0,-0.05623319245628522,0.05730326712497996
28,-0.20157676712903458,0.2506335411093105,2,-0.319157671704052,-0.03985907133431554
29,0.051165852691329235,0.11635731315317886,0,-0.07213030037199597,0.10466225954996086
30,0.010916610826132107,-0.11891237812010366,0,0.10691769736346288,-0.053178304341175625
31,-0.024004253726426995,-0.0605774990763789,0,0.038935645163901085,-0.05224799639203553
32,-0.16180525792926478,0.01988565572182897,0,-0.10192063443794344,-0.12723429204742764
33,1.74035029093761e-05,-0.022661883287303272,0,0.019292218804507936,-0.011889976896876597
34,0.2209478928713033,0.13200073189327036,1,0.003748898499172773,0.2573482277861475
35,0.3074029616566115,0.02808356280751116,0,0.13758913261152494,0.2763231765929666
36,-0.10540168907793707,0.047936289071252865,0,-0.09615898225498529,-0.06450468201681378
37,0.1358716467933761,0.0635866426431408,0,0.017270265379096462,0.14901712471627557
38,0.16324557366467438,0.0765075684228701,1,0.020655929798662556,0.17909734199937616
39,0.017535913682295623,-0.08374520100627852,0,0.08047108775038017,-0.02907182478836736
40,-0.033632894388993646,0.0713280332493416,0,-0.07836137386007436,0.008851835909122814
41,-0.010982130981388881,-0.04022527877872406,0,0.028458676599583774,-0.030475957407746078
42,-0.008406459587977038,-0.03565251192836087,0,0.025920749988664997,-0.02588213456481766
43,0.22592217446514976,0.12214929886394955,1,0.014744617085352518,0.2564056871347092
44,0.01050470810882293,-0.0075750617152935875,0,0.011964000867783372,0.004959146668304494
45,-0.10126343953832014,0.01826108619481604,0,-0.06873433405778456,-0.07657246749177146
46,0.024400443730134936,-0.07162013792543687,0,0.0737599174167235,-0.016861209724222358
47,0.05188095665914334,-0.0716741952713566,0,0.0882420327084916,0.006493658070607547
48,0.046314696969429685,-0.033509189862252445,0,0.05284321648154484,0.021806224626908014
49,-0.09980905023931033,0.13589070156443933,0,-0.16806176568631867,-0.013541499021364214
50,0.07572947433738272,-0.05362108345658837,0,0.08540872697358427,0.03627014242081856
51,0.020940165662706133,-0.193278466535363,0,0.17546165786359558,-0.08371536766927294
52,-0.018924640315951403,-0.10551775585387843,0,0.07984390066855998,-0.07153384050612659
53,0.014299862630963034,-0.06958795792770259,0,0.06672467094293191,-0.02438828094330505
54,-0.09735717458808658,0.19789099690414946,0,-0.21953001131959968,0.021114929067124602
55,-0.06228750307222024,-0.02894964937884738,0,-0.008087636301901,-0.06820854328585399
56,0.023315228632759064,0.023627121358971884,0,-0.007856398563843457,0.032250856601266455
57,0.018560307691551967,-0.03433256751763173,0,0.03896384045665351,-0.002242621418402011
58,0.07975142903605721,-0.1626181243019609,0,0.1802675144339435,-0.01756610442270118
59,-0.05173325093250253,-0.0020976410127407493,0,-0.02539172413692048,-0.04512194250271298
60,-0.04335952793294855,-0.0922454363402445,0,0.055714253456167255,-0.08535333121789801
61,-0.05287394149557291,-0.05565844354648558,0,0.01958412168070119,-0.0742292274329329
62,-0.10350273318648939,0.23421601972740508,0,-0.25366749833399904,0.03496798482887477
63,-0.029259674237827344,-0.032358096849645204,0,0.012162868393805109,-0.041895579727099765
64,0.001784547926755611,-0.07338545512135426,0,0.06338140467832452,-0.037032515114067674
65,-0.011908238067184706,-0.028999499070332967,0,0.018420116663901746,-0.025366836268704042
66,-0.00020214573138757278,-0.03531096165024434,0,0.029940030125238465,-0.018721631116480154
67,-0.0027336987285055897,-0.053467015704310374,0,0.04405920005623171,-0.030413512909036957
68,-0.09841257291791557,0.01272036291692045,0,-0.06252209016926996,-0.07705731880832534
69,-0.06394672020989478,0.005986155971580802,0,-0.03868625945366191,-0.051267830248632656
70,0.029055005498029595,0.056161944992261084,0,-0.03252516366527126,0.0542261112228381
71,0.0037942311085530215,0.006935347977597675,0,-0.003908119006029259,0.006871815415899392
72,-0.02859336281256544,0.03886997583603987,0,-0.048095321657126135,-0.003910940184009164
73,-0.041364371306970404,-0.16290464672163193,0,0.11688652425724932,-0.12077448233869642
74,-0.07736701275941874,0.058257552408085424,0,-0.09021414968643553,-0.03522789054499695
75,-0.027092818725151683,-0.006740627251335257,0,-0.008496829929643013,-0.02659437465634595
76,0.0066556912367665335,0.2144275097011646,2,-0.17896074280433988,0.1183068369850243
77,-0.0308819510628953,0.03835257975420321,0,-0.04885731323875935,-0.006130107531139149
78,0.003796732663660157,-0.037907262532976736,0,0.03424993044863323,-0.01668286533923691
79,-0.04659535515760426,-0.046589224262169514,0,0.01516537048892937,-0.0641224958774026
80,0.19258465994610188,0.11470983768615838,1,0.003561951392783619,0.22413056598959444
81,-0.13945772934441533,0.14300432330375132,0,-0.19494309445799152,-0.043541757895227906
82,-0.034422077172779356,-0.0040771907249794945,0,-0.014613378081558959,-0.031431704728538803
83,0.03578756033267334,-0.03624383789653972,0,0.04964000177770335,0.011412076215351508
84,0.15172457107978468,-0.059679412146317,0,0.1304856755695749,0.09775206481003995
85,-0.07528053087382736,-0.013825080199640915,0,-0.027782708729052183,-0.0713190876753792
86,-0.0005682807678093687,-0.07053132612369284,0,0.05971682360556309,-0.03753520862150416
87,0.11163373174671992,0.0587202642225014,0,0.0086783741918307,0.12583658178544732
88,-0.04134485497027936,-0.024283117263761186,0,-0.001056771373958057,-0.04793693827125585
89,-0.16288634313343542,0.01617035285656229,0,-0.09932718796471265,-0.13010592154822026
