,PCA1,PCA2,Max_Topic
0,-0.010893228194874123,-0.05116860103400159,3
1,-0.018501342693222005,0.03323682164552032,0
2,0.0330877091213127,-0.07663828163735834,0
3,0.046606399381585624,-0.10519213498803644,0
4,-0.008701017066406278,-0.013579096114324988,0
5,-0.013058557056114556,-0.0028319944402133146,0
6,0.028707170805979183,0.005656441764041075,0
7,0.08767844497945997,-0.029873660908781106,0
8,-0.023879081024362224,-0.02199944109819422,3
9,0.1829304838486279,-0.09007711335937771,1
10,0.10311631234334549,0.04912723597418963,0
11,0.037092123970760456,0.032153726666658444,0
12,0.013378878354108028,-0.11019645881743365,0
13,0.05033967434168336,-0.006979526403319844,0
14,0.05130181409825169,0.06564852440550752,0
15,0.14565591216899926,0.06768697459442809,1
16,-0.017829374823907233,-0.07842653983231475,0
17,-0.08556770713758025,0.21911295616873414,2
18,-0.04663252322658218,0.05200621824278437,0
19,-0.09695602713643706,0.10236952802425663,0
20,-0.015701242151234786,-0.10137251390143873,0
21,-0.054777500187605924,-0.030193213174029992,0
22,0.001345434158803919,-0.046149651365054764,0
23,-0.016939583346213677,-0.05774631338291299,0
24,-0.05104658942075263,-0.04805633806739456,0
25,-0.0007471130662059046,-0.01056707528989657,0
26,0.11964811487849705,0.05506244265238449,0
27,0.019212203107160413,0.0780609866476555,0
28,-0.20151740124173315,0.24824661216499797,2
29,0.0513654604320858,0.10949516166512645,0
30,0.010771910445933236,-0.11384764736854427,0
31,-0.023795074224290686,-0.06746888260088921,0
32,-0.16197207037409547,0.025478016515211335,0
33,-1.7641976159379436e-05,-0.02146545032029352,0
34,0.2209738012371093,0.13093129792246697,1
35,0.3076384537898207,0.020217816196400003,0
36,-0.10548017660266165,0.05051015848734778,0
37,0.13578760745972435,0.06630576922208915,0
38,0.16323736889391363,0.07665680699070496,1
39,0.017465142910356356,-0.08124355399066817,0
40,-0.033656716180686455,0.07200636148932951,0
41,-0.010973111817310293,-0.04048680622038383,0
42,-0.008528853892534742,-0.03148892490743881,0
43,0.225861807047364,0.12399012567654641,1
44,0.0104599380416295,-0.006077616120073797,0
45,-0.10138003782216541,0.022148885320782966,0
46,0.024382975146554648,-0.07093023166411634,0
47,0.05179584769668364,-0.06871070388424493,0
48,0.04619923433056634,-0.0295794949272397,0
49,-0.09976355564193429,0.13414037183520294,0
50,0.07557247120640662,-0.04826845081963408,0
51,0.020909762770476837,-0.1919291982612896,0
52,-0.01898951596723768,-0.10316207263658939,0
53,0.014246180990948898,-0.06769150077792829,0
54,-0.0973490609299472,0.1973266491419052,0
55,-0.06233276146224598,-0.02738175193738903,0
56,0.023241323693365994,0.02605896125308492,0
57,0.01854097974896384,-0.03364544405725157,0
58,0.0797397794359689,-0.16196838835525118,0
59,-0.05168087719720476,-0.003863053007589644,0
60,-0.043464895388691076,-0.08856075064713523,0
61,-0.05305831940024197,-0.04937145096981435,0
62,-0.10353583016748918,0.23496919941775984,0
63,-0.029323131737037347,-0.03018804672441584,0
64,0.0017369750392625977,-0.07167266995342,0
65,-0.011966695365869962,-0.027003860357083204,0
66,-0.0003212022857092288,-0.031249965246115848,0
67,-0.002695908435555031,-0.054665259539601434,0
68,-0.09853136903210495,0.016714833296127433,0
69,-0.06401955346291616,0.008423463532333433,0
70,0.02903935848642257,0.05658201242989529,0
71,0.003754943311101722,0.008230583355396812,0
72,-0.028565825157248665,0.037859367481203235,0
73,-0.041245061873290356,-0.1665974813905307,0
74,-0.07732665350643586,0.05679646689662388,0
75,-0.027109368685358622,-0.006172298318011712,0
76,0.006756140615488965,0.21072562327255487,2
77,-0.030890428848235764,0.03856555073804573,0
78,0.0037628297273012176,-0.036733218178595824,0
79,-0.04648829530262745,-0.05010007798733385,0
80,0.19257615401591988,0.11479865993651556,1
81,-0.1395279009997676,0.1451342112827831,0
82,-0.034468476415393565,-0.0025459314400182293,0
83,0.035660710436904844,-0.03191422047540836,0
84,0.15165809395456917,-0.05732449147111313,0
85,-0.07536100002293634,-0.011112341331451354,0
86,-0.0008057849997425139,-0.062407007598649096,0
87,0.11157918448057536,0.06047708172950325,0
88,-0.041092340052287055,-0.03271165746351577,3
89,-0.1629779798905252,0.019228997701200644,0
90,-0.09457971661668245,-0.03025502226850836,0
91,0.13000648338434373,0.2364189793022477,2
92,-0.18643828642744434,0.16477343080668086,0
93,0.12982581338011087,0.06780813198006104,0
94,0.017633896388248263,-0.031905093086587816,0
95,0.006603496723344555,-0.02816994357108341,0
96,0.06774049320785647,-0.04144014049505351,0
97,-0.006697067222254408,0.12156722801583425,0
98,0.011027836640955285,-0.27624511468774493,0
99,0.06512091097921228,0.1847249251971129,0
100,-0.04443499103213198,-0.029247852604336398,0
101,-0.0038439425895086736,-0.11687815038111707,0
102,-0.09831199318556584,0.042574045574834435,3
103,-0.04818871892493756,0.04029377952588662,0
104,-0.1998653622388629,0.2411861716402784,2
105,-0.11003498340639728,0.006894919154862398,0
106,0.158029717289665,-0.10433601533570762,0
107,0.006373342275054028,-0.044184621316944436,0
108,0.17101381202206611,0.04676665072989086,0
109,0.046459435978063665,-0.04557743145026278,0
110,0.04888310278004139,0.03451683378008537,0
111,-0.04952538929664982,-0.05649927838007228,0
112,0.15603720014505168,0.07426555344117153,1
113,-0.024736558524716422,-0.024688433559583233,0
114,-0.12173688271942867,0.21248022061326435,2
115,-0.02051569118437226,-0.029655766559649507,0
116,-0.10238974993182104,0.023671623096563413,0
117,-0.03202936811506024,0.24379532401382925,2
118,-0.0955220571130724,0.12591260690327982,0
119,-0.040710633343958115,0.01786944946440793,0
120,0.015184474726031863,-0.07667993434388042,3
121,-0.1369269244946408,0.018024648305051887,0
122,-0.008939324218386408,0.005427009146743517,0
123,-0.055279472928466314,-0.0018740154459749643,0
124,-0.026616161464937827,-0.021325651190232962,0
125,0.12371984331013493,0.11294626445466505,0
126,-0.02132674744179989,0.009714722060169833,0
127,-0.05272006354302246,-0.05448515157588787,0
128,-0.07470240557572097,0.03670684528825829,0
129,-0.02558064108994309,-0.06807657424605548,3
130,0.01778330354143061,0.052066260587554654,0
131,-0.09962389361606955,0.0885902916516616,0
132,-0.088195695863167,-0.02314694629214609,0
133,0.1460252828326172,0.045782783975980394,1
134,-0.06130286663466434,-0.018217294183447363,0
135,0.0327493323990264,-0.15898397602488148,0
136,-0.054972842818640545,0.007296242099385642,0
137,-0.033198043237981714,-0.05774804454364996,0
138,0.1523642890618542,0.06956662473711976,1
139,-0.1766075257673764,0.13796057395972658,0
140,-0.06186545802011028,-0.06505701394194445,0
141,0.42096268808645243,0.2750650026682619,1
142,-0.05075436202778762,0.02514589465062135,0
143,-0.0032023412704655693,-0.018278428982421872,0
144,0.10375185098331931,0.08227651583628638,0
145,-0.02631326697715778,0.04466141949627288,0
146,0.17599670926606253,0.1678820873759355,0
147,-0.11990462417054014,0.023320552559925826,0
148,-0.05710814363523557,0.06919088498653454,0
149,0.021300908809946617,0.03414650141489066,0
150,0.04061645518174283,0.013772926432126608,0
151,-0.08635869315393402,0.10046224015265957,0
152,0.08675542542066156,0.11141718512355968,0
153,-0.049917973537134425,-0.039487909070256365,0
154,-0.061024074244046794,-0.0012407003474619132,0
155,0.09115730710548431,0.08003429776261674,0
156,0.059198206027088286,0.2883802096676083,0
157,-0.07182346480870504,-0.003422390236311461,0
158,-0.12275406260670277,-0.026862493331009183,0
159,0.028044598385829886,0.08105876783719969,0
160,-0.020691156410067368,0.019915500411340686,0
161,0.15046250115571064,0.040372055588401665,0
162,-0.03180431439206145,-0.012641640682616346,0
163,-0.03184748284655804,-0.02851678829476232,0
164,-0.06463046158618545,-0.00596468140312987,0
165,0.000859704680327599,-0.04572671757288279,0
166,-0.03463681139575282,-0.06376092757873675,3
167,-0.06797234014876445,-0.08904769223396532,0
168,-0.026833901600545017,-0.11725694110776963,0
169,-0.02940798027823402,-0.024369689767742668,0
170,0.05848245973795865,-0.15360105829094045,3
171,-0.14751695407446172,0.01228719592110549,0
172,-0.053121419395439844,0.007086653078128267,0
173,-0.22045801102654436,0.1603011936079024,0
174,7.209140234213651e-05,0.013891888605831569,0
175,0.0047143723629248764,-0.008193022627531915,0
176,-0.014450875140524044,0.013226564263864482,0
177,-0.04612827530920539,0.13986846299344344,0
178,-0.014335632268185853,0.00850868744809734,0
179,0.05294787641199833,0.03458169976947514,0
180,-0.02039401291200324,-0.026720582575666715,0
181,-0.030153578447542122,-0.017140490478229842,0
182,-0.11529646839582677,-0.034450593773321325,0
183,-0.08950407322279243,0.16278655996601793,2
184,-0.08481498112115554,0.057593906168653175,0
185,-0.23558701679018718,0.2806156609727508,2
186,0.08360079887408936,-0.027297372546572173,0
187,-0.10892662617660721,-0.03781824427775361,0
188,-0.15790553647282982,0.01889876430113004,0
189,0.15606087147427355,0.05790187038860424,0
190,0.23345073747646156,0.15326413436226538,1
191,-0.0412636861038199,-0.04014144330801943,0
192,-0.07191220426650045,0.01693054462266345,0
193,-0.153556145505097,0.04660762288424354,0
194,0.0879019175989763,0.08514572433080246,0
195,-0.07159577741027423,0.0241454720566322,0
196,-0.028618233824612222,0.003860033051350676,0
197,0.1446083569383299,0.14443490860525743,0
198,-0.07017263786929578,0.10509288113728356,0
199,-0.08609880006462095,-0.07664769452818684,0
200,-0.07377191793718409,-0.008248673140864035,0
201,0.03027094771841273,-0.013672665049095943,0
202,-0.04688574463388091,-0.025085861325565614,0
203,-0.05043856315267564,-0.01942359162680707,0
204,-0.24260421140164415,0.19355490169332212,0
205,-0.005152781447127594,-0.0072667487972607955,0
206,-0.15075342874656691,0.15559278468288595,0
207,0.00712208044492494,-0.12037403981359043,3
208,-0.10091007754387121,0.03602379790874633,0
209,0.025548734313870215,0.04635389979053116,0
210,0.07599444125025959,-0.00025027597325286415,0
211,0.08170634721951024,0.07543208359661636,0
212,-0.016157911650102597,-0.002710354355086244,0
213,0.04150632769036737,0.023460398496970788,0
214,0.1485119702038209,0.08665730582016852,0
215,0.008097168849849833,-0.05244023235738866,0
216,-0.03294505689577065,-0.02508250995093715,0
217,0.040222991664713006,-0.08997306895520467,0
218,0.11372738803249278,0.09755376317931813,0
219,-0.09821381092536,-0.06617623868436175,0
220,-0.08735204477719057,0.11292323435618887,2
221,-0.009943426898191778,7.390909085158366e-06,0
222,-0.15676273778291863,0.1907645525058138,2
223,-0.03476950403939157,-0.03915147589024571,0
224,-0.013044124618606509,-0.03497777417496024,0
225,0.050731523979551,-0.14229115938511297,0
226,-0.018830281720700098,-0.055595666958240676,3
227,0.07105799641488164,-0.024539115292416487,0
228,-0.07519844601660905,0.06789781806747992,0
229,-0.03966667110337201,0.05525398788885473,0
230,-0.26975907024492307,0.13613509927456857,0
231,-0.13298995533134833,0.07125826986675915,0
232,-0.17820400455631263,-0.002362580534335787,0
233,-0.034315653386977424,-0.031030758537998384,0
234,-0.0033192878246261857,-0.018668695783137724,0
235,0.21626061713976918,0.027198465090542325,1
236,0.04618562619993344,0.02954626813858563,0
237,0.10322942302910829,0.08406240127016712,0
238,-0.003038780139539006,-0.014034683476570548,0
239,0.18825166708068278,-0.0031541807727985915,0
240,0.019491067767391686,-0.12424607185168433,0
241,0.02348465082503286,-0.012708481773188783,0
242,-0.12436004035847108,0.030742666155438643,0
243,-0.028224835112740418,-0.05663415544658079,0
244,-0.02170274624352327,0.01247137375283767,3
245,0.05481466858213749,-0.005404257596395354,0
246,-0.04806451412773534,0.1290439762966267,0
247,0.21133289188426502,-0.01841687746318105,3
248,0.042404450027966153,-0.015914712221727266,0
249,-0.0486796525444359,-0.1902521373615742,0
250,-0.017544484419706446,-0.04561721946742363,0
251,-0.01105238814081274,0.011782892510765587,0
252,-0.0711512004996973,-0.004468594358521822,0
253,-0.055158447149675514,0.044549606489676756,0
254,0.010290453945598438,-0.045049600256917406,0
255,-0.012456560082044172,-0.04201563467016841,0
256,0.11689982166926105,-0.03495474606508035,0
257,-0.1185630980233263,-0.061822124773034996,0
258,0.4101369527652605,0.35978282459785355,1
259,-0.059253078841759274,0.011545459770004426,0
260,-0.018181559498190746,-0.01963931042386753,0
261,-0.19678086749136645,0.06415851016864296,0
262,-0.025268799920988173,-0.033276640463885655,0
263,-0.08860661106320053,0.0029725654149883977,0
264,0.001945903299539683,0.012217040719565196,0
265,0.4452765295777717,0.28259666096887526,1
266,0.13678866846822163,0.0394550298688662,0
267,0.02227139902470142,0.019531411702783063,0
268,-0.07986240375415533,-0.03347305252137468,0
269,-0.05536819985732094,-0.10199659125265897,3
270,0.10660417576828624,0.1021244458053014,0
271,-0.020044209137842887,0.004169642313488592,0
272,0.03538676579277052,0.04078663367979371,0
273,0.012825149154149798,0.0025438472110478633,3
274,-0.15618431997004112,0.14380350838789924,0
275,-0.01310807819212802,-0.01321847519940942,0
276,0.14876881324989108,-0.03988784143392885,0
277,0.0051376880596117865,-0.1089444606771565,0
278,0.036832774888698676,-0.03556823261081623,0
279,0.02660491735263705,0.011653137040047747,0
280,-0.06414851750525685,-0.029995201325285537,0
281,-0.0631707365420032,0.3614119169145969,2
282,0.0049571158924038355,-0.016553208353492256,0
283,0.058025543278254,0.0360220811328304,0
284,0.0916423774125837,0.08042711424013521,0
285,0.2179661601602193,0.22486240739089824,0
286,0.17366583715322587,0.18976577809266731,2
287,-0.2640174450415149,0.24847966451577524,2
288,0.051664513497106226,-0.02134764119847681,0
289,-0.11821107638710832,0.11649366317200217,0
290,0.18218935053913626,-0.03444846353976355,0
291,-0.04991012962534358,-0.03700179568178486,3
292,0.013165792404569287,-0.02323384817120824,0
293,0.07839112237675042,-0.013054348617065385,0
294,0.015698402123221003,-0.059788034524906594,3
295,-0.019117658733288172,-0.02386198554052796,0
296,-0.07009826235048978,0.009085987721806342,0
297,-0.010553499283136819,0.03465316173556428,0
298,-0.127666688261387,0.05581977444115633,0
299,0.08019144102494682,0.2055704758945083,2
300,0.09410026940373539,0.06860155127223204,0
301,-0.04571610084752643,0.15100513229412238,0
302,-0.07005681411624862,0.0704515601599679,0
303,-0.14745166723775308,0.15110640445193957,0
304,-0.0996053552242381,0.027546604837556776,0
305,0.18994577324143763,0.038809298295546545,1
306,0.2031678627327227,0.10093963710654387,0
307,-0.003775562817085344,-0.01861284133673374,0
308,-0.03493510604352765,-0.01943248452001375,0
309,-0.01933700007109736,-0.055210845868234236,0
310,-0.01913795129418966,-0.17320660947238062,3
311,-0.14517908491682885,-0.018036753185285605,0
312,-0.13829827271885237,-0.06204259236072388,0
313,0.07458172924278027,0.21872275700005783,0
314,-0.07323733459902726,-0.026010059148056108,3
315,0.07321339763743447,-0.19417798407501,0
316,-0.08579411635839661,0.008809734883393991,0
317,0.1638504731759544,0.0522351079194184,1
318,-0.1037541776820462,0.15074629422482588,2
319,0.17197973567932964,0.19221356219862928,0
320,-0.08043171473551751,0.06847745690653156,0
321,-0.03700978631762223,-0.12020932297509562,0
322,-0.024488094756234268,0.03063815548729816,0
323,0.031950722356840836,0.002387265665632234,0
324,0.026777012058559726,-0.06611587072602894,3
325,-0.0496274837268709,-0.08820626117808403,0
326,0.0042700729017511665,-0.09571538570454262,3
327,-0.03129067126582315,0.010003290815377132,0
328,-0.04244408842646678,-0.04358340958990369,0
329,0.019841078141681446,-0.015348680079767456,0
330,-0.0095633424706279,-0.03782685270567096,0
331,0.03263879778926412,0.023031652672224873,0
332,-0.009668819695078193,-0.053723831363240694,0
333,-0.082788655531011,-0.01041896876889894,0
334,-0.009331640452183968,-0.17353717704722763,0
335,-0.0955625128029815,0.0011598896722730557,0
336,-0.18826030923949827,-0.03354108916493074,0
337,0.12477278527195818,-0.058848784968649134,0
338,0.016257487996907398,-0.011571498053049058,0
339,-0.0031241282797569766,-0.0031491529620845554,0
340,-0.020689120980799697,-0.0720032904288826,3
341,0.012347353795190578,-0.03975386845655043,0
342,0.16142305595311127,0.053155161219296435,0
343,-0.026071812238624793,-0.04234718321319977,0
344,0.05119789252650761,-0.10371536832288335,0
345,-0.03512871380366772,-0.00020818351364649092,0
346,-0.02581039957511643,-0.03089409451788452,0
347,-0.05018150562840981,-0.07966885279182358,0
348,0.09260162559597847,-0.004317437362794833,0
349,0.003644478220226575,-0.03774911184617324,0
350,-0.05576321226329321,-0.017229921932290865,0
351,-0.005107384476134617,0.02397522960466932,0
352,0.022197205811556184,-0.02240783737605511,0
353,0.015131822600402538,-0.07267215730390884,0
354,0.07234677534862381,-0.027530048298074067,0
355,0.0038665720197956863,-0.007702479084555499,0
356,0.05234529784907787,-0.10820313107177798,0
357,-0.05205856433775735,0.2267118084862325,2
358,0.01771824311377917,-0.010205797284782993,0
359,0.02958026411641119,-0.09937018215055379,3
360,0.03456936065302259,-0.018931449328398322,0
361,-0.12751334950493637,-0.039170729035297405,0
362,-0.06578064148729268,0.014964217271093315,0
363,0.07855996029775672,-0.2078854818824636,3
364,0.07833948105584389,0.04312707344674911,0
365,0.011634759372453621,-0.030290911174526196,0
366,-0.035192320133258924,-0.006318814907541582,0
367,-0.06543420409736456,-0.04660502090525689,3
368,0.14147580884429828,0.029112378522692925,0
369,-0.11573408020307954,-0.041024341034987886,0
370,-0.0314877316025276,-0.04022595674436985,0
371,-0.02725948610022424,-0.07646673338693122,3
372,-0.016622783942508847,-0.03140910780480877,0
373,0.028059459818831817,-0.017457461042752767,0
374,0.16235407809505142,0.054264623471081005,1
375,-0.026875597965734417,-0.024484146900600596,0
376,-0.009931731654934325,-0.050414567211899415,0
377,-0.029570013986087634,-0.015928668039456556,0
378,-0.06348027000743965,0.0977176604980555,2
379,-0.01703284660115768,0.09046225562765091,0
380,-0.09162634688653921,-0.0017588492580779636,0
381,-0.04869647121662171,-0.04533048499399116,0
382,-0.005792010403090604,-0.01968765247334809,0
383,0.016212505599754318,-0.06697931236887526,0
384,0.015691142013992125,-0.0027532066833244463,0
385,0.056354573059957766,-0.16512000111450587,0
386,0.028442311999213134,-0.004988154903474246,0
387,-0.06978094502039858,-0.02879468125549304,0
388,0.30852572871107586,-0.20039313398613884,1
389,-0.010913163680825934,-0.01978285929357071,3
390,0.1475037613548677,0.06163851032771546,1
391,0.0051527677340733186,0.030975057421964564,0
392,0.011113264344934953,-0.05834813939858546,3
393,-0.1094796708145094,0.0806612274274213,0
394,-0.031808223593211546,0.07456541801718046,0
395,0.08865059153085102,-0.1513708126908968,0
396,-0.054257864619363085,-0.06756417111680585,0
397,0.026501996336852258,0.061405514558044584,0
398,-0.010348842213658869,-0.019759023048206117,0
399,0.1570833419020973,-0.08817311420542914,0
400,-0.03718071142784906,-0.020513176656307912,0
401,-0.06558523236809477,0.005118905554694676,0
402,-0.05765779013523385,0.09463793653464342,0
403,-0.016129254979305178,-0.0020413078282244214,0
404,-0.0065451919260525095,-0.04565291692807688,0
405,0.05751372270149825,-0.22315797091585055,3
406,-0.025406652599996145,-0.03234539918921151,0
407,-0.041816555378578764,0.019057936592554784,0
408,0.1597355691003151,0.056155868517259254,0
409,0.1500129724492099,0.19674328435740798,2
410,0.054487707269705164,-0.01243420961202827,0
411,-0.06326491842512016,-0.12969425192977407,0
412,-0.018439422907158,-0.035537605748347474,0
413,-0.029056552998768324,0.02130292297279252,0
414,0.12497520079729375,0.06562029212381977,0
415,0.12462009712825801,0.08337436410590209,1
416,0.21976557504135852,-0.020513975642359898,1
417,0.040536650590403026,-0.06145394164422426,0
418,-0.017265753769906987,0.17609123849138772,0
419,-0.07033955798786397,0.013150526220652806,0
420,0.21339296861560453,0.11160074315480528,1
421,-0.15217898194921592,-0.0017669916714045293,0
